age,income,expenses,savings_ratio,dependents,horizon,existing_investments,crash_behavior,experience,focus,risk_label
45,207774,81690,0.607,4,19,4244348,0,1,1,1
34,193065,123841,0.359,4,6,2706440,1,2,2,2
43,187947,130706,0.305,4,15,4076999,2,2,2,2
64,271356,166405,0.387,4,29,2824514,1,2,0,1
58,162126,114476,0.294,3,5,3438900,2,0,1,1
54,255881,96681,0.622,0,14,1882961,1,1,2,2
24,132357,103947,0.215,4,2,57965,1,1,2,2
40,232440,144186,0.38,1,23,4264080,2,0,0,1
44,54670,20215,0.63,1,19,2188084,0,1,1,1
50,184379,102156,0.446,2,24,2965915,0,1,2,2
51,269159,205808,0.235,4,20,3619390,1,0,2,1
60,223159,177112,0.206,4,27,4524430,2,0,1,1
46,219152,97644,0.554,4,24,396562,2,0,2,2
58,104335,72115,0.309,4,17,176251,0,1,1,1
29,91985,32653,0.645,4,25,3784789,2,1,2,2
63,155744,49596,0.682,1,31,2924101,2,0,1,2
37,276713,168302,0.392,0,28,2309830,2,1,1,2
29,196349,133940,0.318,0,28,4676808,1,0,2,1
22,56551,41716,0.262,2,22,1529546,1,2,0,1
26,114813,55927,0.513,1,5,4505023,2,0,2,2
24,201284,61107,0.696,4,8,4899619,1,2,1,2
22,34637,19526,0.436,0,28,191750,2,1,2,2
25,154553,47713,0.691,3,12,2682133,1,2,1,2
61,51950,18213,0.649,3,25,817865,1,0,1,1
56,152870,73328,0.52,3,15,210087,2,0,2,2
53,25215,13627,0.46,4,34,4996540,2,2,2,2
63,298667,135507,0.546,4,13,2812627,1,0,0,1
55,48834,30278,0.38,2,8,602651,0,1,1,0
64,68066,22491,0.67,2,13,1156480,2,0,1,2
46,297544,112923,0.62,2,6,3452572,2,1,1,2
31,35345,24119,0.318,3,32,4833544,1,2,2,2
42,58896,22273,0.622,4,21,4534024,1,2,1,2
60,292727,190821,0.348,3,7,1592341,2,1,2,1
48,96537,31864,0.67,2,26,1266366,0,1,1,1
48,265489,139132,0.476,4,15,3696065,2,2,0,2
23,99807,39680,0.602,1,23,1007567,1,2,0,2
62,154648,55719,0.64,0,15,522471,1,0,1,1
34,169401,103651,0.388,0,16,2633913,1,1,1,1
30,257117,208415,0.189,2,32,3883333,1,0,1,1
57,273780,90383,0.67,3,18,848268,2,2,2,2
43,238286,126733,0.468,1,20,4498912,2,0,1,1
63,62052,42762,0.311,4,2,1586578,1,1,2,1
47,71032,39385,0.446,3,23,951712,2,1,2,2
33,123802,92055,0.256,2,30,3089339,0,2,0,1
38,259337,103424,0.601,3,3,212875,2,2,2,2
35,197857,163781,0.172,2,1,3242716,1,0,1,0
35,221753,113501,0.488,0,22,1315856,0,1,1,1
55,245934,119982,0.512,0,29,1146691,0,2,1,1
41,251599,196507,0.219,3,14,4225820,1,1,2,1
32,138221,84332,0.39,1,28,339126,2,1,2,2
37,151457,88457,0.416,4,21,2070203,1,2,1,2
52,144875,101389,0.3,2,32,2858885,1,0,0,0
27,56601,35030,0.381,4,6,2732513,0,1,1,0
40,129186,50302,0.611,0,1,4187398,1,0,0,0
58,190707,127927,0.329,1,21,3531949,0,1,1,1
25,294609,110009,0.627,1,4,4724152,1,2,2,2
25,81754,60761,0.257,4,3,3575341,1,0,1,1
41,254047,214505,0.156,0,30,470409,2,1,0,1
31,117850,59816,0.492,4,31,1873090,1,0,1,2
45,241191,131356,0.455,3,34,207932,0,0,1,1
56,63871,20792,0.674,1,19,129189,2,2,0,2
47,218946,67337,0.692,1,20,3695263,2,1,1,2
58,274200,221219,0.193,3,23,1000598,2,0,2,2
59,226239,83876,0.629,0,25,1032302,0,1,2,2
42,259453,141448,0.455,1,15,3296743,1,1,1,2
61,57574,43090,0.252,2,23,1614850,2,0,1,1
60,127072,100275,0.211,2,2,2403810,0,2,0,0
42,229603,134471,0.414,0,15,4115617,1,1,2,2
31,181258,110706,0.389,3,10,3027287,0,2,1,1
59,178885,119553,0.332,4,14,1730891,1,0,2,1
25,234884,194662,0.171,0,27,1882375,2,0,2,2
41,241597,152560,0.369,4,14,70408,1,0,1,1
38,134779,81906,0.392,0,33,3369883,2,0,2,1
28,43557,13415,0.692,2,1,1315473,1,2,2,2
25,184132,63437,0.655,3,34,3671849,2,0,1,2
50,256977,158669,0.383,2,19,3905320,1,0,1,1
35,162152,132142,0.185,3,24,236192,0,2,2,1
24,169926,131978,0.223,4,4,4552425,1,1,1,1
45,223767,188057,0.16,0,13,564312,2,0,1,1
58,183097,108083,0.41,1,32,3918156,2,2,0,2
37,209054,153312,0.267,1,9,3679956,1,0,1,0
25,66081,50368,0.238,3,16,2918753,1,2,2,2
45,255693,167841,0.344,3,3,340791,2,0,0,0
55,180063,87566,0.514,2,20,4381705,2,1,2,2
51,288445,161093,0.442,1,10,2541526,1,1,1,1
39,184682,142547,0.228,2,22,2336506,2,0,2,2
40,106463,49420,0.536,4,3,4343169,1,1,1,1
52,190750,154137,0.192,1,11,3753698,0,1,0,0
40,51081,21780,0.574,4,25,988652,0,2,1,1
40,49354,35151,0.288,0,8,4352641,2,2,2,1
43,118297,76515,0.353,2,9,271695,0,1,1,0
45,89384,63666,0.288,3,15,290538,1,1,2,1
33,146684,79288,0.459,1,32,2664427,2,1,1,2
51,60525,49203,0.187,2,3,3478511,0,1,1,0
59,31464,20384,0.352,3,4,1990170,2,1,2,1
52,41562,19058,0.541,0,30,1525249,2,1,1,2
57,80514,52426,0.349,1,13,4777234,2,1,1,1
40,137564,62969,0.542,4,21,1758185,1,2,0,1
57,57634,26597,0.539,0,19,2410959,1,1,1,1
51,287204,149282,0.48,3,22,1607820,2,0,2,2
54,296413,227893,0.231,1,20,3947775,0,1,1,1
39,219215,126084,0.425,1,31,2884465,1,2,2,2
49,48065,32366,0.327,0,10,4589367,2,2,2,2
32,290039,149538,0.484,1,18,4954567,1,2,1,2
54,168424,74945,0.555,3,20,3065783,2,2,1,2
38,129127,106536,0.175,0,18,1398366,1,0,2,1
27,121426,76737,0.368,4,11,1175724,0,1,2,2
25,217376,176873,0.186,0,22,1654714,0,2,1,1
41,36962,15223,0.588,0,18,4365307,0,0,1,1
48,58302,22200,0.619,4,34,4631444,0,1,1,1
36,29011,22358,0.229,3,23,2906550,2,2,0,1
27,44782,30205,0.325,2,1,2023921,0,2,2,1
35,223763,90091,0.597,2,10,589413,1,2,1,1
32,145654,65274,0.552,4,1,2332229,2,2,0,2
60,34196,25317,0.26,3,9,1165872,1,0,2,1
30,68459,37626,0.45,1,31,4319659,1,2,2,2
47,112245,75069,0.331,4,7,451930,2,0,2,1
37,103863,49344,0.525,2,17,2611401,0,1,1,1
26,275463,140397,0.49,3,18,636984,2,0,1,2
31,57769,48808,0.155,0,33,1539769,2,0,0,1
24,281433,122758,0.564,3,4,630363,2,2,2,2
34,49700,28753,0.421,3,23,3399459,2,0,2,2
64,271864,207818,0.236,2,11,4327305,1,1,2,1
51,236428,102035,0.568,2,9,3503025,2,0,2,1
27,256237,135387,0.472,1,30,2607604,2,0,0,2
38,292413,186647,0.362,1,8,905954,1,0,1,0
40,139003,78488,0.435,4,5,1456036,1,1,1,1
63,164392,90863,0.447,0,12,2981999,2,0,2,2
56,74589,37248,0.501,1,1,4056441,1,0,0,1
47,275606,171607,0.377,2,15,4144475,2,1,1,1
26,232348,149493,0.357,3,25,1394021,1,0,0,1
50,60897,40149,0.341,4,18,4623415,1,1,1,1
58,214637,72698,0.661,1,26,2645307,0,2,2,2
41,187002,121003,0.353,3,3,2993091,1,1,1,1
42,213305,175823,0.176,3,22,4522020,1,1,2,2
31,238893,142748,0.402,1,26,2555602,1,1,1,2
26,232968,161539,0.307,0,19,1132324,1,2,0,1
57,95934,58155,0.394,0,21,4336628,2,2,1,2
27,80830,62247,0.23,4,26,4279565,1,2,2,2
47,292673,237437,0.189,0,13,2865883,2,0,1,1
25,277364,111311,0.599,4,24,4003043,1,2,0,2
60,258294,139549,0.46,2,26,2653611,1,2,1,2
60,107987,55700,0.484,1,21,1601381,0,2,1,1
56,74178,38785,0.477,3,18,1999657,1,1,1,2
22,163009,60156,0.631,4,15,2649088,1,2,1,2
45,64886,48501,0.253,0,15,2428950,1,0,2,1
57,74699,23879,0.68,4,6,3950070,1,2,2,2
27,101396,59876,0.409,4,31,209691,0,0,0,1
62,115678,76814,0.336,0,28,4666243,1,2,2,2
52,50279,20820,0.586,0,8,3670440,2,1,2,2
41,135776,108378,0.202,1,29,4179388,1,0,2,1
45,126444,96249,0.239,3,21,4872818,2,2,1,2
46,138793,77598,0.441,1,17,2800678,1,1,1,1
57,235809,124066,0.474,1,24,4075224,1,1,2,2
42,196616,84566,0.57,0,31,1344721,0,0,2,1
51,267262,187483,0.299,0,34,1221172,0,2,1,1
45,33997,12662,0.628,3,2,3083211,2,1,0,1
63,131102,88379,0.326,4,3,4195608,1,1,1,1
51,65860,50274,0.237,1,30,2744162,0,1,0,0
43,290369,123598,0.574,3,8,898880,1,1,0,1
49,135114,104920,0.223,1,7,3063940,1,1,1,0
28,138218,43998,0.682,4,12,3234055,2,1,1,2
56,132041,105901,0.198,1,19,4990758,1,1,1,1
49,217150,79281,0.635,2,26,77354,1,1,1,1
35,101290,66361,0.345,3,28,2523985,1,2,0,1
31,81633,35718,0.562,0,15,1168621,0,1,0,1
37,146118,111064,0.24,1,14,4384200,1,1,0,1
37,199673,116162,0.418,3,14,3269508,1,0,1,1
52,28114,10525,0.626,3,3,3180035,1,1,0,1
63,74768,45910,0.386,1,29,2344811,2,2,1,2
46,108123,56692,0.476,0,6,2882396,1,0,1,1
34,133255,88454,0.336,0,23,1313964,1,1,0,1
27,191405,150261,0.215,1,28,4085952,1,0,0,1
30,28174,14795,0.475,3,14,1073666,1,0,2,2
57,142769,65592,0.541,0,14,2197047,2,0,1,2
64,160393,49398,0.692,1,20,441752,0,2,2,2
41,252043,155299,0.384,1,13,2350707,2,2,1,2
39,267580,139476,0.479,1,27,4064833,1,0,2,2
64,211493,107027,0.494,3,2,3020346,1,1,1,1
42,97635,39113,0.599,0,24,536809,1,0,1,1
25,166385,89270,0.463,3,29,4818738,0,2,1,2
54,267878,225404,0.159,2,3,2241928,1,1,2,1
48,242070,112263,0.536,0,4,2156085,1,0,1,1
28,175056,110256,0.37,3,2,1643965,0,0,2,1
27,168933,122825,0.273,0,20,4238160,2,2,1,2
36,123970,88271,0.288,2,15,3989512,2,1,2,2
39,107203,51545,0.519,4,32,2520983,0,0,2,1
53,217319,138209,0.364,1,1,1811146,1,1,2,1
32,225173,175453,0.221,3,7,3030168,0,2,2,1
41,177049,54618,0.692,2,13,794733,2,1,1,2
45,242726,130988,0.46,2,1,3232577,1,1,1,1
36,97902,41446,0.577,0,14,4923657,1,1,1,2
28,117172,60196,0.486,0,29,1512820,1,1,0,1
42,171702,90795,0.471,1,3,349135,1,1,0,1
63,45056,32019,0.289,0,24,2589626,2,2,1,2
47,163454,57470,0.648,3,1,1465226,2,0,2,1
35,80739,46983,0.418,3,10,1457466,1,1,0,1
58,73639,44942,0.39,3,13,932930,1,0,1,1
42,288136,164752,0.428,4,9,3087287,1,0,1,1
39,97394,68422,0.297,3,14,1355511,0,1,2,1
26,207447,106023,0.489,0,10,3114917,0,2,0,1
24,175644,143980,0.18,0,23,4985680,1,0,1,1
44,29136,16461,0.435,3,7,2528194,2,2,2,2
47,86868,53351,0.386,2,2,4992581,2,0,1,1
58,135957,102517,0.246,2,15,461322,0,1,2,1
45,40479,18271,0.549,2,9,3500911,1,0,2,1
40,144392,49289,0.659,1,17,3611930,0,1,0,1
46,187448,129204,0.311,4,18,3382807,2,1,2,2
42,160895,91011,0.434,3,15,3201297,2,1,2,2
33,281228,223035,0.207,1,18,2178586,0,1,0,1
62,226528,190390,0.16,2,24,3390518,2,1,1,1
54,259847,134993,0.48,3,23,942967,2,1,1,2
25,290864,153719,0.472,1,12,1100658,0,1,2,2
63,171768,90071,0.476,0,23,447905,1,2,0,2
28,186040,89021,0.521,2,21,2435703,1,1,2,2
43,76567,55888,0.27,1,26,3749088,0,0,1,0
54,116229,83388,0.283,0,8,508469,1,0,2,1
38,224316,126347,0.437,2,30,3935377,0,2,1,2
45,221497,71889,0.675,4,34,3619586,1,0,1,1
55,107844,50714,0.53,2,2,2733440,2,2,1,2
49,188991,87080,0.539,4,5,2937093,1,1,2,1
64,115697,86321,0.254,4,31,2397866,0,1,1,1
62,82196,28617,0.652,4,33,3677050,0,0,2,1
60,140600,104482,0.257,3,4,2113415,1,2,0,1
43,125625,83923,0.332,3,6,1229747,1,2,2,1
38,58324,40992,0.297,4,23,609563,1,2,2,1
55,76272,41012,0.462,0,19,775299,0,0,1,1
27,274264,184812,0.326,4,8,1330295,2,2,2,2
27,188996,120006,0.365,1,13,1070807,2,1,1,2
55,252459,182512,0.277,4,1,4897395,2,1,2,1
22,179961,98208,0.454,3,6,809532,1,0,0,1
31,261538,146475,0.44,3,7,3811856,1,1,0,1
42,79675,52104,0.346,1,27,1557711,1,2,2,2
26,98591,35437,0.641,1,15,773418,2,0,2,2
23,178706,96489,0.46,2,34,11357,0,0,1,1
43,219824,183459,0.165,0,23,2557341,2,0,2,1
23,254530,81616,0.679,0,24,680306,1,0,1,2
31,138627,65681,0.526,0,15,4038072,2,1,2,2
55,238988,112984,0.527,3,4,2676589,2,2,1,2
37,62394,40456,0.352,0,17,1054142,1,0,0,0
60,104795,37536,0.642,2,31,828008,2,1,1,2
43,67137,43350,0.354,2,10,3477422,1,1,2,1
33,163925,57746,0.648,0,27,1624272,2,0,1,2
45,37379,13165,0.648,1,6,1495298,2,1,2,2
61,146169,102391,0.299,2,6,2870510,2,0,2,1
59,194439,92995,0.522,1,15,1875175,0,1,1,1
31,174172,145883,0.162,3,4,4490147,1,0,1,1
56,151082,48428,0.679,2,7,1360265,2,1,1,1
53,36049,19639,0.455,1,26,4688289,2,0,1,1
28,186771,67653,0.638,0,31,3521799,0,2,0,1
42,193112,95254,0.507,3,2,2315574,0,2,2,1
41,274527,233079,0.151,4,28,1369993,1,0,1,1
47,249062,196475,0.211,4,13,1685176,2,1,2,2
25,82986,27101,0.673,0,18,2925169,2,0,1,2
43,179672,109562,0.39,3,30,2856804,1,2,1,1
36,246849,162007,0.344,3,11,4436529,0,1,1,0
61,241775,100395,0.585,3,13,2960191,1,2,2,2
42,130315,49494,0.62,3,24,1782700,0,0,1,1
36,202926,161815,0.203,4,29,4402526,2,0,2,2
43,240341,200167,0.167,1,5,255117,1,1,1,1
49,195851,165600,0.154,3,19,4033245,1,0,2,1
35,212279,155891,0.266,1,13,3180135,2,1,2,2
48,250687,166688,0.335,3,5,3777293,1,0,2,1
62,170213,83430,0.51,2,14,3356318,1,2,1,2
61,165416,65218,0.606,2,22,1487444,2,2,1,2
49,40896,14045,0.657,2,9,3811336,1,0,2,1
47,114353,77910,0.319,3,26,272659,2,1,1,2
23,54813,40101,0.268,1,5,3287630,0,1,2,1
46,240503,181471,0.245,4,29,3468503,2,1,2,2
24,90679,72776,0.197,0,22,1411504,0,1,1,1
29,166753,130727,0.216,4,3,3021455,0,0,1,0
54,228975,194596,0.15,3,28,3373898,1,0,0,1
63,290372,126089,0.566,2,14,2504696,2,1,0,2
56,234755,168981,0.28,2,14,3454568,2,2,2,2
27,298541,185857,0.377,1,11,4148674,0,2,2,2
60,104183,46224,0.556,3,9,4233176,0,0,0,0
44,67317,56549,0.16,4,6,1627835,1,1,2,1
46,203986,161933,0.206,3,1,4741898,1,2,0,0
64,240705,89225,0.629,3,25,1863247,2,0,1,2
40,201326,63294,0.686,2,16,4811958,1,1,0,1
26,77344,52484,0.321,4,15,4556816,2,1,2,2
32,271060,171383,0.368,0,34,4332823,2,1,2,2
33,224618,182995,0.185,2,17,2576272,1,1,1,2
31,184484,79088,0.571,4,3,4941709,2,2,1,2
29,135489,46935,0.654,1,3,4822026,0,0,1,1
45,283667,125542,0.557,2,17,2809355,0,2,2,2
49,36549,11345,0.69,1,1,2385517,2,0,0,1
62,50739,16223,0.68,2,7,2355332,0,1,1,1
57,132051,106059,0.197,3,26,3500671,0,2,2,1
58,40116,19801,0.506,4,19,2153619,2,2,1,2
42,45045,23691,0.474,1,30,111414,1,0,0,1
29,60709,18826,0.69,2,14,4237390,1,1,1,2
30,182977,82117,0.551,1,13,4043097,2,0,2,2
36,228675,169813,0.257,2,20,4799736,1,0,2,1
61,254167,162290,0.361,2,26,3087901,2,1,0,1
39,244222,174515,0.285,0,27,2144386,0,1,1,1
63,214518,117119,0.454,0,25,3468921,1,1,1,1
41,208500,98068,0.53,0,9,1898851,2,1,0,1
27,293591,166039,0.434,1,12,703407,1,1,1,2
33,30499,14569,0.522,3,10,2872623,2,0,0,1
23,64041,48763,0.239,2,6,2422300,2,1,1,1
28,157371,72976,0.536,4,34,4300015,2,2,2,2
37,161066,106765,0.337,0,19,3565025,1,2,1,1
24,251486,94392,0.625,1,6,3792777,1,1,2,2
24,237235,160792,0.322,1,2,1817030,2,0,1,1
48,282831,226919,0.198,1,15,3030298,1,1,1,1
64,141220,89635,0.365,4,17,3482975,1,1,1,1
61,246421,149804,0.392,4,16,4039323,1,0,0,0
59,289140,239585,0.171,0,28,2594440,0,1,2,1
54,276071,178084,0.355,4,21,2345286,0,2,2,1
49,28089,12436,0.557,0,8,118778,2,1,1,1
22,120965,55742,0.539,4,10,1983479,1,1,2,2
29,106268,73103,0.312,4,10,1063906,0,1,2,1
58,226798,159776,0.296,4,10,1458256,2,0,0,0
53,262103,122381,0.533,0,9,1181782,1,0,1,1
64,269754,132163,0.51,2,28,184,2,2,0,2
58,190637,161103,0.155,0,24,2586291,0,0,2,1
25,114242,40678,0.644,2,19,2015354,2,0,0,2
51,178956,93514,0.477,1,33,4004959,1,1,1,1
27,85038,28432,0.666,1,4,3345850,2,2,1,2
40,82786,62221,0.248,0,3,3610557,0,2,1,0
53,261042,91570,0.649,2,12,3982706,1,0,2,2
30,234087,157003,0.329,2,18,2656560,1,1,1,2
33,190250,62985,0.669,2,23,4898148,2,1,1,2
32,287678,192764,0.33,1,20,1764499,0,1,2,1
37,214826,164056,0.236,0,6,80528,2,1,1,1
22,71233,36994,0.481,3,34,4380489,0,0,0,1
42,222780,130809,0.413,2,2,2281320,0,2,2,1
51,249522,129963,0.479,2,30,1582997,1,1,2,2
34,131311,61094,0.535,3,9,1710341,2,1,1,2
55,59409,44069,0.258,0,27,1996349,2,1,0,1
25,271231,121945,0.55,2,34,1786346,2,0,2,2
49,54709,38166,0.302,0,24,115742,2,1,1,1
59,134321,55529,0.587,2,17,2769597,0,0,2,1
52,25363,11094,0.563,4,29,3705718,2,0,2,2
48,297502,144304,0.515,2,12,1824011,1,1,0,1
26,70689,44112,0.376,4,31,3290302,2,2,2,2
46,289080,158974,0.45,0,9,2405775,0,0,0,0
24,116074,82392,0.29,2,19,4797976,2,1,2,2
54,200037,83507,0.583,1,17,3233685,0,1,2,2
25,233606,71453,0.694,1,2,1325146,1,1,1,2
46,25882,18818,0.273,3,5,3609175,0,0,1,0
41,279822,210400,0.248,1,16,769867,0,1,0,0
55,150865,50194,0.667,4,17,2930449,1,0,0,1
47,148745,94601,0.364,1,27,2668844,2,2,1,2
26,53885,27374,0.492,1,7,3761262,2,1,2,2
56,196128,144476,0.263,1,8,843855,0,2,1,0
49,216313,168924,0.219,2,8,2188099,0,0,0,0
50,46584,35778,0.232,3,23,3613323,1,2,2,1
30,295665,215085,0.273,0,32,366014,2,0,0,1
59,206089,92323,0.552,3,18,292881,0,2,2,2
27,54063,40360,0.253,4,12,4772917,1,1,1,1
40,95268,56533,0.407,2,15,1806106,0,1,1,1
32,281306,92554,0.671,2,28,3803090,1,0,1,2
23,151218,83368,0.449,1,31,868591,0,0,2,2
30,249126,203831,0.182,1,9,715597,0,1,0,0
42,195635,154223,0.212,4,8,4048792,0,1,0,0
45,195824,69761,0.644,2,19,3463585,1,1,1,2
55,251305,178243,0.291,0,8,1502651,1,0,2,1
43,101411,75367,0.257,3,34,1818165,1,0,0,0
24,134876,60594,0.551,2,4,1388963,0,2,2,2
33,223153,124828,0.441,0,31,3628597,0,2,2,2
49,185212,127989,0.309,0,3,4217047,0,0,1,0
51,165399,89559,0.459,3,19,843171,2,1,1,2
47,48331,17497,0.638,0,29,3789508,1,2,1,2
42,48004,33038,0.312,4,10,993830,2,2,1,1
49,263441,211121,0.199,0,12,1031109,1,0,1,1
47,214167,141107,0.341,4,30,2981740,0,2,0,0
54,114044,82749,0.274,0,30,1260780,0,1,1,0
42,296189,147235,0.503,1,18,1082697,1,1,1,2
56,43667,17499,0.599,0,24,436211,1,1,1,1
55,99205,64832,0.346,4,32,3064487,2,1,1,2
62,52302,25119,0.52,0,9,4633198,2,1,2,2
39,187007,144563,0.227,0,24,3504214,1,1,1,1
32,97534,35838,0.633,0,26,83404,1,1,0,2
44,250414,134824,0.462,4,3,1358638,0,1,0,0
43,187696,97264,0.482,0,23,4702898,1,1,1,2
38,38440,31364,0.184,3,11,1236883,2,0,1,1
26,295012,113350,0.616,3,10,1578989,0,0,1,1
32,186323,56905,0.695,4,13,1287156,2,1,1,2
51,109523,47198,0.569,1,29,3535294,1,2,2,2
36,194801,146325,0.249,3,13,3115307,1,2,2,2
48,40734,16909,0.585,2,26,1751447,0,0,0,1
56,198501,85848,0.568,3,20,2388342,1,1,2,2
54,197409,73326,0.629,2,5,1582978,1,0,0,1
41,295577,204979,0.307,4,20,350857,1,2,1,1
37,165183,55839,0.662,1,14,3434681,1,0,1,1
55,128986,62192,0.518,2,14,4646989,0,1,1,1
23,138783,63198,0.545,2,8,77185,1,1,1,2
56,236655,143256,0.395,3,13,1453672,1,2,2,2
61,172525,121065,0.298,2,24,1304862,2,0,1,1
49,241916,143476,0.407,4,15,712515,2,0,1,2
60,186149,151164,0.188,4,1,378337,1,1,0,0
27,264654,217887,0.177,4,22,1660626,1,1,1,1
30,214216,106852,0.501,3,34,106745,1,0,0,1
41,202169,147123,0.272,1,3,4789448,2,1,1,1
22,158851,112202,0.294,3,26,2398507,0,1,1,1
29,156827,124070,0.209,4,14,1396189,0,2,0,1
44,76482,41787,0.454,3,8,1913938,0,0,0,0
24,147989,87574,0.408,4,16,3906344,2,0,0,2
25,269255,142348,0.471,0,21,2400713,0,2,1,2
46,135361,103917,0.232,0,10,4164905,0,1,1,0
59,66139,28197,0.574,2,25,948941,1,2,1,2
36,139919,60422,0.568,1,22,806951,0,2,1,2
42,272677,137683,0.495,0,4,2891567,2,0,1,1
56,250756,106994,0.573,4,4,2889219,1,0,1,1
35,164718,100239,0.391,3,30,2985957,2,0,2,1
57,169615,63430,0.626,3,2,4566331,0,2,1,1
33,250568,119296,0.524,2,29,248945,1,1,2,2
38,178857,143513,0.198,3,21,2172127,2,0,1,1
60,48777,25611,0.475,0,21,4254970,1,0,2,2
30,82939,59013,0.288,3,21,1366725,0,2,2,2
56,48548,17593,0.638,0,4,4336779,1,2,2,1
34,150549,65663,0.564,0,1,4779069,2,2,2,2
36,162799,121128,0.256,1,26,886837,0,1,0,0
39,266532,191808,0.28,2,2,1554777,2,1,0,0
54,206789,105955,0.488,4,9,1637899,1,0,1,1
27,172764,142516,0.175,0,18,4680009,2,0,1,2
48,56625,45348,0.199,2,11,3589555,1,0,2,1
44,139881,115998,0.171,4,25,4513256,0,0,0,0
48,136776,73223,0.465,3,26,3071708,1,1,2,2
55,258996,105828,0.591,2,3,2220883,2,2,0,1
59,282831,182330,0.355,2,22,354000,2,0,1,1
35,237803,160903,0.323,2,8,2140050,1,2,2,1
57,183761,67806,0.631,3,15,3825040,1,0,0,1
29,167226,122504,0.267,3,7,3228518,1,1,1,1
56,46341,14362,0.69,2,19,3552704,0,1,0,1
40,230753,130490,0.434,1,17,3416698,0,1,2,1
51,274141,132152,0.518,0,1,1521267,1,0,2,1
35,224488,158750,0.293,3,29,361116,1,1,2,1
41,281139,132702,0.528,1,13,4015373,0,2,1,1
46,103840,78372,0.245,3,29,451420,2,2,1,2
61,190767,119653,0.373,2,6,2499041,1,0,0,0
45,186297,137234,0.263,1,5,822590,1,2,1,1
35,74156,62597,0.156,4,34,468205,0,1,1,1
47,233281,157123,0.326,0,11,1173788,1,2,1,1
59,112453,94654,0.158,0,9,4865060,1,1,0,0
44,183901,58086,0.684,3,9,1040486,1,2,0,1
43,50938,24754,0.514,0,8,1136045,0,1,0,0
40,84164,30241,0.641,4,3,3724055,1,2,1,1
24,224271,99636,0.556,1,13,3896973,2,0,0,2
63,85282,64932,0.239,1,19,359140,1,1,0,1
40,290470,92304,0.682,2,34,2124420,0,1,0,1
30,183666,107646,0.414,1,32,3954228,2,0,2,2
49,140819,86170,0.388,3,16,2483057,0,0,0,0
41,291907,177664,0.391,4,18,802717,1,2,2,1
28,166900,93699,0.439,2,14,3770555,0,1,1,2
35,298365,219248,0.265,3,30,217975,1,0,1,1
30,38569,14403,0.627,3,2,2618623,1,1,0,1
40,252966,119100,0.529,3,13,3576731,0,0,1,1
35,62860,40145,0.361,0,27,1536793,2,1,1,2
59,227630,154793,0.32,3,17,2640401,1,1,0,1
57,169587,88572,0.478,0,31,3426695,1,1,2,2
61,96695,75562,0.219,1,15,2434705,1,2,1,1
38,278078,146970,0.471,0,20,2201401,1,0,0,1
51,267599,139560,0.478,3,5,1074428,1,2,1,1
30,180976,57896,0.68,4,7,3677020,2,2,1,2
54,216007,130279,0.397,4,18,1547824,2,0,2,2
46,30636,21131,0.31,1,11,3304623,1,2,1,1
35,286578,104010,0.637,3,32,3986246,1,1,0,1
32,292956,137099,0.532,0,27,738592,2,1,0,2
56,252693,184387,0.27,4,26,3589750,1,0,1,1
62,25654,12859,0.499,2,28,554868,0,1,1,1
35,79633,34471,0.567,3,2,2735603,0,2,1,1
51,42143,28223,0.33,3,20,2178270,2,0,2,1
62,80934,33038,0.592,2,4,1599333,0,0,1,1
25,128463,101820,0.207,4,13,1900187,2,0,1,1
25,150851,54016,0.642,2,24,4742828,0,1,2,2
49,54087,37244,0.311,1,29,4088342,1,2,0,1
29,167690,96380,0.425,0,2,1879415,1,1,1,1
23,295590,230105,0.222,0,18,83299,0,0,2,1
62,183272,67702,0.631,4,8,1917573,2,1,1,1
43,251179,169003,0.327,2,15,2790692,1,1,1,1
62,217537,133704,0.385,3,17,1708588,1,0,0,0
37,242508,136786,0.436,3,23,127845,1,1,2,2
50,143422,81789,0.43,3,2,4108862,0,0,1,0
51,244631,170529,0.303,1,6,4902940,1,2,2,1
33,64148,52329,0.184,1,29,1784164,0,1,0,1
56,176770,61902,0.65,3,27,2736492,1,2,0,1
32,212535,66040,0.689,4,34,1182303,2,2,1,2
42,103012,76552,0.257,1,18,2548120,1,2,1,1
42,81116,29160,0.641,1,10,630025,2,0,2,2
26,169233,142609,0.157,0,17,3638562,1,2,2,2
41,57152,36613,0.359,0,13,3282072,0,2,1,1
58,131379,86444,0.342,4,27,4063450,1,2,0,1
24,251905,103127,0.591,1,2,3766444,2,0,0,1
54,45836,19809,0.568,1,34,299615,0,0,1,1
30,246439,163300,0.337,2,31,3036171,2,2,0,2
30,211720,169450,0.2,4,23,3093337,1,0,2,1
25,182403,153275,0.16,4,7,673346,0,0,0,0
56,166835,68221,0.591,2,33,346768,1,1,1,2
38,118109,44145,0.626,2,12,332744,1,2,2,2
55,175259,58014,0.669,0,12,1947100,1,1,1,2
45,168029,130653,0.222,4,19,642624,2,2,2,2
